880.24,-119
880.29,-119
880.34,-119
880.39,92
880.45,74
880.5,67
880.55,101
880.61,90
880.66,123
880.71,95
880.76,148
880.82,105
880.87,66
880.92,100
880.98,89
881.03,118
881.08,119
881.13,56
881.19,153
881.24,132
881.29,89
881.35,100
881.4,102
881.45,106
881.5,99
881.56,101
881.61,85
881.66,125
881.72,117
881.77,132
881.82,113
881.87,95
881.93,161
881.98,124
882.03,122
882.09,120
882.14,154
882.19,86
882.24,104
882.3,81
882.35,131
882.4,101
882.45,116
882.51,133
882.56,99
882.61,118
882.67,91
882.72,106
882.77,148
882.82,107
882.88,86
882.93,119
882.98,110
883.03,118
883.09,130
883.14,109
883.19,133
883.25,90
883.3,77
883.35,113
883.4,121
883.46,104
883.51,87
883.56,144
883.61,92
883.67,127
883.72,122
883.77,141
883.82,125
883.88,125
883.93,115
883.98,132
884.04,128
884.09,127
884.14,92
884.19,146
884.25,113
884.3,81
884.35,126
884.4,114
884.46,93
884.51,139
884.56,128
884.61,86
884.67,141
884.72,99
884.77,101
884.82,98
884.88,80
884.93,87
884.98,103
885.03,102
885.09,95
885.14,117
885.19,88
885.24,105
885.3,132
885.35,128
885.4,132
885.45,75
885.51,117
885.56,113
885.61,136
885.66,128
885.72,116
885.77,123
885.82,116
885.87,115
885.93,119
885.98,106
886.03,148
886.08,153
886.14,139
886.19,104
886.24,146
886.29,101
886.35,112
886.4,156
886.45,107
886.5,121
886.56,130
886.61,102
886.66,127
886.71,93
886.77,84
886.82,64
886.87,155
886.92,137
886.98,107
887.03,90
887.08,108
887.13,91
887.19,115
887.24,125
887.29,100
887.34,143
887.4,128
887.45,99
887.5,153
887.55,94
887.6,89
887.66,130
887.71,120
887.76,110
887.81,116
887.87,94
887.92,121
887.97,61
888.02,101
888.08,87
888.13,85
888.18,120
888.23,111
888.28,106
888.34,108
888.39,134
888.44,130
888.49,97
888.55,108
888.6,92
888.65,69
888.7,106
888.76,128
888.81,144
888.86,96
888.91,89
888.96,110
889.02,126
889.07,121
889.12,138
889.17,123
889.23,132
889.28,178
889.33,154
889.38,167
889.43,134
889.49,104
889.54,104
889.59,114
889.64,132
889.7,120
889.75,128
889.8,84
889.85,110
889.9,89
889.96,129
890.01,113
890.06,95
890.11,132
890.17,105
890.22,112
890.27,52
890.32,119
890.37,97
890.43,107
890.48,129
890.53,129
890.58,106
890.63,87
890.69,119
890.74,99
890.79,138
890.84,133
890.9,115
890.95,115
891,75
891.05,112
891.1,144
891.16,124
891.21,105
891.26,144
891.31,118
891.36,105
891.42,103
891.47,96
891.52,124
891.57,123
891.62,117
891.68,113
891.73,104
891.78,119
891.83,94
891.88,125
891.94,79
891.99,95
892.04,106
892.09,77
892.14,117
892.2,123
892.25,85
892.3,147
892.35,144
892.41,86
892.46,114
892.51,130
892.56,104
892.61,118
892.66,117
892.72,134
892.77,104
892.82,100
892.87,83
892.92,121
892.98,110
893.03,117
893.08,114
893.13,126
893.18,124
893.24,107
893.29,80
893.34,84
893.39,128
893.44,120
893.5,95
893.55,124
893.6,84
893.65,131
893.7,118
893.76,111
893.81,109
893.86,100
893.91,105
893.96,111
894.02,133
894.07,104
894.12,122
894.17,138
894.22,105
894.27,126
894.33,102
894.38,103
894.43,155
894.48,135
894.53,96
894.59,124
894.64,71
894.69,140
894.74,114
894.79,128
894.84,115
894.9,109
894.95,143
895,102
895.05,132
895.1,115
895.16,117
895.21,132
895.26,90
895.31,85
895.36,116
895.41,100
895.47,128
895.52,104
895.57,116
895.62,93
895.67,93
895.73,120
895.78,114
895.83,129
895.88,55
895.93,93
895.98,129
896.04,108
896.09,78
896.14,96
896.19,115
896.24,126
896.29,102
896.35,112
896.4,131
896.45,103
896.5,71
896.55,139
896.6,110
896.66,102
896.71,123
896.76,89
896.81,108
896.86,106
896.91,119
896.97,35
897.02,89
897.07,129
897.12,92
897.17,111
897.22,116
897.28,122
897.33,81
897.38,149
897.43,112
897.48,88
897.53,115
897.59,105
897.64,136
897.69,121
897.74,103
897.79,138
897.84,98
897.9,78
897.95,108
898,110
898.05,109
898.1,82
898.15,122
898.2,100
898.26,135
898.31,93
898.36,128
898.41,108
898.46,157
898.51,144
898.57,114
898.62,116
898.67,89
898.72,79
898.77,96
898.82,122
898.87,89
898.93,79
898.98,107
899.03,74
899.08,119
899.13,117
899.18,123
899.24,101
899.29,105
899.34,128
899.39,117
899.44,107
899.49,103
899.54,113
899.6,97
899.65,145
899.7,74
899.75,135
899.8,107
899.85,137
899.9,120
899.96,88
900.01,82
900.06,76
900.11,121
900.16,127
900.21,102
900.26,111
900.32,94
900.37,126
900.42,111
900.47,129
900.52,106
900.57,107
900.62,108
900.68,141
900.73,89
900.78,94
900.83,88
900.88,133
900.93,134
900.98,81
901.03,121
901.09,111
901.14,121
901.19,101
901.24,100
901.29,79
901.34,118
901.39,113
901.45,90
901.5,117
901.55,124
901.6,108
901.65,146
901.7,120
901.75,107
901.8,105
901.86,76
901.91,104
901.96,109
902.01,111
902.06,105
902.11,115
902.16,110
902.21,91
902.27,121
902.32,114
902.37,83
902.42,120
902.47,111
902.52,120
902.57,177
902.62,124
902.68,98
902.73,123
902.78,96
902.83,99
902.88,109
902.93,108
902.98,130
903.03,126
903.09,93
903.14,92
903.19,113
903.24,127
903.29,124
903.34,117
903.39,102
903.44,112
903.49,131
903.55,121
903.6,88
903.65,23
903.7,127
903.75,125
903.8,85
903.85,104
903.9,97
903.96,96
904.01,99
904.06,123
904.11,96
904.16,100
904.21,138
904.26,99
904.31,96
904.36,138
904.42,109
904.47,112
904.52,78
904.57,104
904.62,130
904.67,103
904.72,92
904.77,71
904.82,121
904.87,107
904.93,127
904.98,125
905.03,62
905.08,109
905.13,112
905.18,120
905.23,145
905.28,135
905.33,122
905.39,116
905.44,140
905.49,125
905.54,130
905.59,85
905.64,128
905.69,106
905.74,88
905.79,102
905.84,90
905.9,110
905.95,122
906,88
906.05,95
906.1,141
906.15,140
906.2,159
906.25,146
906.3,144
906.35,142
906.4,101
906.46,139
906.51,109
906.56,104
906.61,90
906.66,98
906.71,106
906.76,112
906.81,127
906.86,115
906.91,126
906.96,105
907.02,118
907.07,109
907.12,135
907.17,128
907.22,108
907.27,120
907.32,55
907.37,149
907.42,115
907.47,152
907.52,82
907.58,97
907.63,121
907.68,129
907.73,133
907.78,72
907.83,110
907.88,95
907.93,122
907.98,144
908.03,103
908.08,123
908.13,142
908.19,83
908.24,105
908.29,98
908.34,121
908.39,114
908.44,106
908.49,133
908.54,116
908.59,120
908.64,117
908.69,136
908.74,126
908.79,128
908.85,83
908.9,100
908.95,81
909,96
909.05,127
909.1,143
909.15,108
909.2,116
909.25,121
909.3,117
909.35,131
909.4,93
909.45,118
909.5,135
909.56,112
909.61,108
909.66,131
909.71,143
909.76,112
909.81,85
909.86,99
909.91,88
909.96,127
910.01,132
910.06,114
910.11,96
910.16,125
910.21,87
910.26,83
910.32,98
910.37,114
910.42,62
910.47,113
910.52,129
910.57,94
910.62,120
910.67,102
910.72,86
910.77,66
910.82,111
910.87,118
910.92,89
910.97,129
911.02,121
911.07,128
911.12,84
911.18,116
911.23,77
911.28,120
911.33,144
911.38,114
911.43,98
911.48,98
911.53,115
911.58,100
911.63,109
911.68,100
911.73,93
911.78,123
911.83,120
911.88,129
911.93,116
911.98,97
912.03,92
912.09,112
912.14,87
912.19,131
912.24,121
912.29,116
912.34,83
912.39,99
912.44,124
912.49,72
912.54,75
912.59,93
912.64,92
912.69,134
912.74,126
912.79,119
912.84,108
912.89,106
912.94,130
912.99,106
913.04,120
913.09,137
913.14,93
913.2,133
913.25,82
913.3,111
913.35,130
913.4,110
913.45,99
913.5,111
913.55,113
913.6,97
913.65,145
913.7,108
913.75,103
913.8,126
913.85,99
913.9,138
913.95,128
914,113
914.05,141
914.1,86
914.15,120
914.2,140
914.25,95
914.3,124
914.35,80
914.4,87
914.45,127
914.5,130
914.56,106
914.61,114
914.66,150
914.71,149
914.76,134
914.81,118
914.86,126
914.91,144
914.96,82
915.01,116
915.06,127
915.11,99
915.16,128
915.21,95
915.26,93
915.31,124
915.36,131
915.41,120
915.46,130
915.51,115
915.56,146
915.61,146
915.66,106
915.71,99
915.76,109
915.81,105
915.86,100
915.91,91
915.96,105
916.01,137
916.06,123
916.11,105
916.16,79
916.21,129
916.26,129
916.31,138
916.36,99
916.41,92
916.46,116
916.51,114
916.56,146
916.61,97
916.66,104
916.71,132
916.76,106
916.82,109
916.87,49
916.92,120
916.97,85
917.02,59
917.07,89
917.12,137
917.17,120
917.22,91
917.27,115
917.32,75
917.37,99
917.42,103
917.47,53
917.52,129
917.57,79
917.62,90
917.67,118
917.72,115
917.77,112
917.82,108
917.87,134
917.92,121
917.97,103
918.02,106
918.07,137
918.12,140
918.17,100
918.22,101
918.27,133
918.32,129
918.37,120
918.42,107
918.47,99
918.52,114
918.57,107
918.62,141
918.67,123
918.72,109
918.77,95
918.82,110
918.87,140
918.92,94
918.97,90
919.02,109
919.07,99
919.12,135
919.17,90
919.22,104
919.27,98
919.32,83
919.37,109
919.42,81
919.47,92
919.52,140
919.57,96
919.62,103
919.67,92
919.72,106
919.77,102
919.82,118
919.87,85
919.92,121
919.97,117
920.02,90
920.07,133
920.12,119
920.17,105
920.22,100
920.27,81
920.31,162
920.36,159
920.41,72
920.46,75
920.51,111
920.56,119
920.61,64
920.66,100
920.71,164
920.76,122
920.81,142
920.86,105
920.91,122
920.96,99
921.01,140
921.06,115
921.11,120
921.16,97
921.21,98
921.26,121
921.31,107
921.36,144
921.41,131
921.46,78
921.51,126
921.56,134
921.61,130
921.66,125
921.71,94
921.76,121
921.81,128
921.86,101
921.91,117
921.96,125
922.01,110
922.06,106
922.11,142
922.16,87
922.21,108
922.26,106
922.31,93
922.36,119
922.41,119
922.46,122
922.5,111
922.55,96
922.6,141
922.65,89
922.7,107
922.75,119
922.8,79
922.85,105
922.9,124
922.95,88
923,116
923.05,113
923.1,141
923.15,100
923.2,89
923.25,118
923.3,97
923.35,85
923.4,93
923.45,133
923.5,133
923.55,112
923.6,120
923.65,132
923.7,92
923.75,126
923.8,66
923.85,127
923.89,77
923.94,118
923.99,131
924.04,110
924.09,109
924.14,108
924.19,73
924.24,124
924.29,93
924.34,130
924.39,121
924.44,71
924.49,83
924.54,106
924.59,125
924.64,74
924.69,70
924.74,106
924.79,121
924.84,103
924.89,120
924.94,92
924.98,118
925.03,101
925.08,138
925.13,83
925.18,119
925.23,123
925.28,86
925.33,92
925.38,136
925.43,97
925.48,109
925.53,116
925.58,116
925.63,93
925.68,147
925.73,125
925.78,111
925.83,85
925.87,81
925.92,95
925.97,103
926.02,108
926.07,148
926.12,124
926.17,69
926.22,104
926.27,125
926.32,111
926.37,74
926.42,92
926.47,119
926.52,73
926.57,141
926.62,135
926.67,114
926.71,91
926.76,102
926.81,119
926.86,125
926.91,96
926.96,100
927.01,74
927.06,106
927.11,117
927.16,135
927.21,98
927.26,87
927.31,120
927.36,93
927.41,117
927.45,105
927.5,111
927.55,108
927.6,98
927.65,101
927.7,116
927.75,108
927.8,111
927.85,119
927.9,121
927.95,100
928,102
928.05,145
928.09,99
928.14,125
928.19,116
928.24,99
928.29,95
928.34,132
928.39,89
928.44,131
928.49,117
928.54,110
928.59,111
928.64,137
928.69,114
928.73,121
928.78,87
928.83,104
928.88,60
928.93,94
928.98,115
929.03,117
929.08,105
929.13,84
929.18,126
929.23,120
929.28,113
929.32,96
929.37,94
929.42,97
929.47,122
929.52,121
929.57,88
929.62,130
929.67,120
929.72,96
929.77,128
